win,lose,probability
Sacramento Kings,Orlando Magic,0.5050070441499613
San Antonio Spurs,Atlanta Hawks,0.738365713660615
Toronto Raptors,Dallas Mavericks,0.7370218243619845
Los Angeles Clippers,Utah Jazz,0.6616801190277368
Oklahoma City Thunder,Brooklyn Nets,0.928411599009807
Cleveland Cavaliers,Detroit Pistons,0.7485105808845587
Golden State Warriors,Philadelphia 76ers,0.9911347995970685
Portland Trail Blazers,New Orleans Pelicans,0.7592437347695943
Indiana Pacers,New York Knicks,0.6972121920100066
Boston Celtics,Minnesota Timberwolves,0.8259855939391434
Chicago Bulls,Memphis Grizzlies,0.6179339120191719
Detroit Pistons,Utah Jazz,0.5611067637353737
Houston Rockets,Los Angeles Lakers,0.9044707059058772
Charlotte Hornets,Indiana Pacers,0.5413958771351168
Los Angeles Clippers,Milwaukee Bucks,0.8347874547469878
Miami Heat,New Orleans Pelicans,0.8019903140732149
Sacramento Kings,Phoenix Suns,0.6708993381339692
San Antonio Spurs,Portland Trail Blazers,0.7491731573267734
Washington Wizards,Dallas Mavericks,0.541886247381094
Atlanta Hawks,Memphis Grizzlies,0.691692645852888
Cleveland Cavaliers,Utah Jazz,0.7793525322163815
Los Angeles Clippers,Denver Nuggets,0.7749159322899717
Golden State Warriors,Orlando Magic,0.9034602939478829
New York Knicks,Brooklyn Nets,0.7615674878408228
Oklahoma City Thunder,Toronto Raptors,0.5151921884006305
Boston Celtics,Brooklyn Nets,0.8911765269447326
Toronto Raptors,Detroit Pistons,0.6710001969729373
Milwaukee Bucks,Los Angeles Lakers,0.7569354895586777
Miami Heat,Minnesota Timberwolves,0.8125879889498411
Houston Rockets,New Orleans Pelicans,0.6585543868966997
Dallas Mavericks,Philadelphia 76ers,0.9251963615261236
Orlando Magic,Phoenix Suns,0.6949286475917307
Chicago Bulls,Washington Wizards,0.5168088626043164
Atlanta Hawks,Portland Trail Blazers,0.5340152324729516
Chicago Bulls,Utah Jazz,0.5679650642942146
Charlotte Hornets,Washington Wizards,0.6287871085261869
Houston Rockets,Denver Nuggets,0.6099474966543845
Golden State Warriors,Milwaukee Bucks,0.9312251636083035
Cleveland Cavaliers,Los Angeles Clippers,0.6063925758190515
San Antonio Spurs,Memphis Grizzlies,0.8330093453621816
Oklahoma City Thunder,Sacramento Kings,0.8380660028621586
Dallas Mavericks,Brooklyn Nets,0.8132409542607814
Detroit Pistons,Phoenix Suns,0.8425552396600495
Cleveland Cavaliers,Los Angeles Lakers,0.9603828180232085
Miami Heat,Portland Trail Blazers,0.525619495913747
New Orleans Pelicans,Minnesota Timberwolves,0.5537438635234428
Boston Celtics,Philadelphia 76ers,0.9587803436689715
San Antonio Spurs,Sacramento Kings,0.8908339758410101
Toronto Raptors,Indiana Pacers,0.6763855170448716
Boston Celtics,Washington Wizards,0.6521752204657713
Charlotte Hornets,Atlanta Hawks,0.5086939137765171
Houston Rockets,Denver Nuggets,0.6523926891151919
Indiana Pacers,Utah Jazz,0.5822837429601192
Los Angeles Clippers,New York Knicks,0.8288995685479277
Golden State Warriors,Oklahoma City Thunder,0.6573971603758859
Orlando Magic,Philadelphia 76ers,0.9318420253363829
Detroit Pistons,Brooklyn Nets,0.8445243337339661
Golden State Warriors,Dallas Mavericks,0.8460718169612064
Los Angeles Clippers,Los Angeles Lakers,0.9368446176923199
Miami Heat,Phoenix Suns,0.8806727087964484
San Antonio Spurs,Minnesota Timberwolves,0.9044457657397813
Memphis Grizzlies,New Orleans Pelicans,0.6169836107477364
Portland Trail Blazers,Milwaukee Bucks,0.7568737451055427
Toronto Raptors,Chicago Bulls,0.6889782974786645
Boston Celtics,Indiana Pacers,0.6020844894103365
Chicago Bulls,Detroit Pistons,0.5255628549632182
Cleveland Cavaliers,Denver Nuggets,0.849083429732148
Oklahoma City Thunder,Philadelphia 76ers,0.9822478880602084
Charlotte Hornets,Orlando Magic,0.6884230413195553
Sacramento Kings,Milwaukee Bucks,0.5961416817602011
Utah Jazz,New York Knicks,0.7001645951056238
Atlanta Hawks,Washington Wizards,0.599451238201314
Phoenix Suns,Brooklyn Nets,0.5223256363578488
Los Angeles Clippers,Dallas Mavericks,0.6706407413308777
Toronto Raptors,Miami Heat,0.5965861846936205
Portland Trail Blazers,New York Knicks,0.7490438922737076
San Antonio Spurs,Memphis Grizzlies,0.8539570829463552
Boston Celtics,Phoenix Suns,0.8898628061514007
Chicago Bulls,Philadelphia 76ers,0.9602096370307056
Cleveland Cavaliers,Charlotte Hornets,0.6675588678601485
Golden State Warriors,Sacramento Kings,0.9127182480861759
Houston Rockets,New Orleans Pelicans,0.7067956455944813
Indiana Pacers,Denver Nuggets,0.7137221880993192
Minnesota Timberwolves,Los Angeles Lakers,0.737896179824775
Atlanta Hawks,Milwaukee Bucks,0.7654982884019315
Detroit Pistons,Orlando Magic,0.6144012995958117
Washington Wizards,Brooklyn Nets,0.8664527724892188
Cleveland Cavaliers,Washington Wizards,0.7743223669511589
Toronto Raptors,Dallas Mavericks,0.7124684694174923
Los Angeles Clippers,Utah Jazz,0.6944538229825475
Portland Trail Blazers,Minnesota Timberwolves,0.7749549469984623
San Antonio Spurs,New York Knicks,0.9101583153405908
Atlanta Hawks,Brooklyn Nets,0.9131475858904893
Boston Celtics,Miami Heat,0.5391750988299754
Charlotte Hornets,Phoenix Suns,0.8795041618112556
Denver Nuggets,New Orleans Pelicans,0.5884211148609854
Golden State Warriors,Memphis Grizzlies,0.8822568876357397
Oklahoma City Thunder,Houston Rockets,0.7297339102462088
Indiana Pacers,Philadelphia 76ers,0.9623892434201134
Los Angeles Clippers,Sacramento Kings,0.7960142577487883
Portland Trail Blazers,Los Angeles Lakers,0.9167822550539979
Chicago Bulls,Milwaukee Bucks,0.6999680592977533
Oklahoma City Thunder,Dallas Mavericks,0.7291879411414887
Detroit Pistons,New York Knicks,0.6817438604749766
Memphis Grizzlies,Sacramento Kings,0.5503960185191005
San Antonio Spurs,Cleveland Cavaliers,0.5757981186758092
Toronto Raptors,Orlando Magic,0.803800220266436
Utah Jazz,New Orleans Pelicans,0.7156392170057053
Atlanta Hawks,Phoenix Suns,0.8841693701469792
Brooklyn Nets,Philadelphia 76ers,0.8004168828717825
Charlotte Hornets,Milwaukee Bucks,0.7949382252395881
Miami Heat,Detroit Pistons,0.5633953991876707
Golden State Warriors,Houston Rockets,0.8464317698300632
Indiana Pacers,Minnesota Timberwolves,0.7741620939977896
Washington Wizards,Los Angeles Lakers,0.876953029019863
Portland Trail Blazers,Denver Nuggets,0.7146490176475702
Boston Celtics,Milwaukee Bucks,0.8110045228719351
Los Angeles Clippers,Washington Wizards,0.688262372791907
Indiana Pacers,Memphis Grizzlies,0.5902142507103558
Dallas Mavericks,New Orleans Pelicans,0.6534266520912868
Miami Heat,New York Knicks,0.748606379929148
Oklahoma City Thunder,Orlando Magic,0.7918493217271463
Atlanta Hawks,Philadelphia 76ers,0.9563222941550459
Utah Jazz,Sacramento Kings,0.6009692669130485
Golden State Warriors,San Antonio Spurs,0.5489270075992725
Toronto Raptors,Charlotte Hornets,0.6183532038241912
Cleveland Cavaliers,Chicago Bulls,0.727037742972815
Detroit Pistons,Brooklyn Nets,0.8805377294552404
Minnesota Timberwolves,Los Angeles Lakers,0.8081167950843936
Los Angeles Clippers,Phoenix Suns,0.8823470534977048
Portland Trail Blazers,Houston Rockets,0.5899688047039793
Boston Celtics,Orlando Magic,0.7478475254690682
Charlotte Hornets,Denver Nuggets,0.7572036385341179
Cleveland Cavaliers,Philadelphia 76ers,0.9848108862570211
Golden State Warriors,Houston Rockets,0.8622237731661238
Dallas Mavericks,Memphis Grizzlies,0.5178711226481579
Miami Heat,New York Knicks,0.7898348119062509
Detroit Pistons,Milwaukee Bucks,0.6969936470388827
Sacramento Kings,New Orleans Pelicans,0.5358028429012041
San Antonio Spurs,Oklahoma City Thunder,0.5944428885344922
Toronto Raptors,Indiana Pacers,0.6763855170448716
Utah Jazz,Washington Wizards,0.5155554028405175
Orlando Magic,Brooklyn Nets,0.7486710961837312
Atlanta Hawks,Chicago Bulls,0.5616105380774528
Los Angeles Clippers,Los Angeles Lakers,0.9535025266533771
Sacramento Kings,Minnesota Timberwolves,0.5551144834881192
Portland Trail Blazers,Phoenix Suns,0.854259270900282
Atlanta Hawks,Brooklyn Nets,0.8851698925868556
Cleveland Cavaliers,Indiana Pacers,0.7346655713851649
Golden State Warriors,Washington Wizards,0.8554159753747799
Memphis Grizzlies,Los Angeles Lakers,0.8491098257547953
Miami Heat,Denver Nuggets,0.7592335502930446
Dallas Mavericks,Milwaukee Bucks,0.648384671495451
Chicago Bulls,New Orleans Pelicans,0.7046073456914905
Boston Celtics,New York Knicks,0.7635656710288934
Oklahoma City Thunder,Charlotte Hornets,0.6468557985645798
Houston Rockets,Phoenix Suns,0.7730575877126071
San Antonio Spurs,Utah Jazz,0.8261733311231859
Toronto Raptors,Philadelphia 76ers,0.9799771779555227
Cleveland Cavaliers,Orlando Magic,0.8444123143870403
Golden State Warriors,Minnesota Timberwolves,0.9374121494777836
Toronto Raptors,Indiana Pacers,0.6516300086579904
Denver Nuggets,New Orleans Pelicans,0.5256333881225708
Chicago Bulls,New York Knicks,0.6848002726449521
Oklahoma City Thunder,Milwaukee Bucks,0.8701499675075951
Brooklyn Nets,Philadelphia 76ers,0.6927751566557996
Dallas Mavericks,Sacramento Kings,0.5889537762828981
San Antonio Spurs,Memphis Grizzlies,0.8539570829463552
Portland Trail Blazers,Utah Jazz,0.5922514040074427
Charlotte Hornets,Washington Wizards,0.5938836229359203
Cleveland Cavaliers,Boston Celtics,0.6446415360060973
Charlotte Hornets,Miami Heat,0.5138526581643436
Toronto Raptors,Detroit Pistons,0.6710001969729373
Houston Rockets,Denver Nuggets,0.6523926891151919
Los Angeles Clippers,Dallas Mavericks,0.704930455521388
Oklahoma City Thunder,Memphis Grizzlies,0.7618499852152745
Golden State Warriors,Phoenix Suns,0.9529288493678592
San Antonio Spurs,Los Angeles Lakers,0.9772119055904892
Atlanta Hawks,Boston Celtics,0.5047663790963541
Indiana Pacers,Milwaukee Bucks,0.7560372443229675
Washington Wizards,New York Knicks,0.6501278438129541
Orlando Magic,Brooklyn Nets,0.8111100044002784
Chicago Bulls,Philadelphia 76ers,0.9399324839414298
Portland Trail Blazers,Minnesota Timberwolves,0.7749549469984623
Cleveland Cavaliers,Atlanta Hawks,0.6771364146638046
San Antonio Spurs,Dallas Mavericks,0.8076426053327362
Denver Nuggets,New Orleans Pelicans,0.5884211148609854
Detroit Pistons,Houston Rockets,0.5307150720206933
Sacramento Kings,Los Angeles Lakers,0.8012823645741259
Memphis Grizzlies,New York Knicks,0.6537231314427868
Oklahoma City Thunder,Phoenix Suns,0.9084012265967554
Toronto Raptors,Miami Heat,0.617765445324883
Utah Jazz,Minnesota Timberwolves,0.7292985281118052
Chicago Bulls,Brooklyn Nets,0.8463697475320249
Boston Celtics,Charlotte Hornets,0.5064272527480617
Golden State Warriors,New Orleans Pelicans,0.9332935236701821
Indiana Pacers,Orlando Magic,0.6313729164328197
Milwaukee Bucks,Philadelphia 76ers,0.853969902531007
Portland Trail Blazers,Utah Jazz,0.5833877149082979
San Antonio Spurs,Los Angeles Clippers,0.6892675654824136
Miami Heat,Washington Wizards,0.5944839985305803
Cleveland Cavaliers,Atlanta Hawks,0.657548449301711
Oklahoma City Thunder,Denver Nuggets,0.8199047885184415
Minnesota Timberwolves,Los Angeles Lakers,0.737896179824775
Detroit Pistons,Memphis Grizzlies,0.5726303561602305
Toronto Raptors,New York Knicks,0.8247623123088104
Dallas Mavericks,Phoenix Suns,0.769046377960415
Houston Rockets,Sacramento Kings,0.5944433660992667
Boston Celtics,Brooklyn Nets,0.9175494776313652
Chicago Bulls,Orlando Magic,0.6688719901008606
Detroit Pistons,Washington Wizards,0.5539487915062135
Golden State Warriors,Utah Jazz,0.8589678448754797
Los Angeles Clippers,Houston Rockets,0.7001821072059508
Cleveland Cavaliers,Miami Heat,0.6650969802253048
Charlotte Hornets,Milwaukee Bucks,0.7613197386172175
Indiana Pacers,Philadelphia 76ers,0.9431321182691766
San Antonio Spurs,Portland Trail Blazers,0.7593341993230491
Atlanta Hawks,Charlotte Hornets,0.5256502593112455
Dallas Mavericks,Denver Nuggets,0.6530198093272237
New Orleans Pelicans,Los Angeles Lakers,0.7508585748974321
Oklahoma City Thunder,Minnesota Timberwolves,0.8585586953791396
Sacramento Kings,Phoenix Suns,0.7354017263485619
Boston Celtics,Milwaukee Bucks,0.8110045228719351
Chicago Bulls,Brooklyn Nets,0.8834413810564811
Cleveland Cavaliers,Toronto Raptors,0.5753052121337681
Golden State Warriors,Los Angeles Lakers,0.9821275878409388
Houston Rockets,Minnesota Timberwolves,0.7207139752148637
Atlanta Hawks,Indiana Pacers,0.5471343560869935
Los Angeles Clippers,Sacramento Kings,0.7960142577487883
Dallas Mavericks,Memphis Grizzlies,0.5178711226481579
Miami Heat,Washington Wizards,0.631367972955055
New York Knicks,Philadelphia 76ers,0.9104701275037824
Oklahoma City Thunder,Denver Nuggets,0.8435313506851485
Detroit Pistons,Orlando Magic,0.6144012995958117
Portland Trail Blazers,New Orleans Pelicans,0.7628502804994446
San Antonio Spurs,Utah Jazz,0.8013049745484586
